1,0.79,0.36,0.5496,0.56,
2,0.8,0.37,0.5938,0.59,
3,0.86,0.32,0.6964,0.72,
4,0.87,0.23,0.7168,0.8,
5,0.95,0.58,0.8952,0.92,
6,0.95,0.47,0.9292,0.95,
7,0.98,0.5,0.9334,0.98,
8,0.98,0.52,0.9524,0.98,
9,0.99,0.96,0.9526,0.96,
10,0.97,0.94,0.9336,0.94,
11,0.97,0.85,0.867,0.85,
12,0.93,0.71,0.8126,0.77,
13,0.93,0.48,0.8506,0.93,
14,0.99,0.99,0.989801,0.99,
15,1,1,0.9802,1,
16,1,0.98,0.999,1,
17,1,1,1,1,
18,1,1,0.9802,1,
19,1,1,0.9816,1,
20,1,1,0.999,1,
21,1,1,1,1,
22,1,0.99,0.9996,1,
23,1,1,1,1,
24,1,0.52,0.9808,1,
25,1,0.54,0.9906,1,
26,1,0.98,0.9624,0.98,
27,1,0.94,0.9424,0.94,
28,1,0.86,0.9114,0.93,
29,1,0.89,0.909,0.89,
30,1,0.77,0.8884,1,
31,0.99,0.99,0.9698,0.99,
32,1,1,0.9898,1,
33,0.99,0.51,0.9702,0.99,
34,1,0.94,0.9956,1,
35,1,0.98,0.9902,0.99,
36,1,1,0.9992,1,
37,1,1,0.9966,1,
38,